,Year,Country Name,"Agriculture, value added (% of GDP)",CO2 emissions (metric tons per capita),Domestic credit provided by financial sector (% of GDP),Electric power consumption (kWh per capita),Energy use (kg of oil equivalent per capita),Exports of goods and services (% of GDP),"Fertility rate, total (births per woman)",GDP growth (annual %),Imports of goods and services (% of GDP),"Industry, value added (% of GDP)","Inflation, GDP deflator (annual %)","Life expectancy at birth, total (years)",Population density (people per sq. km of land area),"Services, etc., value added (% of GDP)"
47,1962,"Congo, Dem. Rep.",,0.135558725578,,,,7.74946105423,6.03,21.2006975148,7.44126622227,,21.2407682435,41.4515121951,7.07582408857,
48,1962,"Congo, Rep.",19.8047222547,0.223260157492,12.5980360662,,,30.4895972796,5.965,5.20230878867,62.9517144091,17.8921543505,4.25381991057,49.8439512195,3.12624011713,62.3031233948
49,1962,Costa Rica,,0.3839568108789999,28.5382503561,,,23.5893681555,6.322,8.14832001178,26.3447089255,,0.5874673790789999,61.9837804878,28.0568546808,
50,1962,Cote d'Ivoire,45.904052683500005,0.156855909486,18.4372738823,,,34.3926245455,7.501,1.22699448956,25.7469289578,13.9819108864,3.0048198154500003,38.2338292683,11.7625880503,40.114032508600005
51,1962,Croatia,,,,,,,2.273,,,,,65.4082439024,75.15836165270001,
52,1962,Cuba,,1.90181472038,,,,,4.509,,,,,65.1382195122,69.3706145251,
53,1962,Curacao,,,,,,,,,,,,,289.220720721,
54,1962,Cyprus,,1.56787798321,,,,,3.4210000000000003,,,,,70.25124390239999,62.5206709957,
55,1962,Czech Republic,,,,,,,2.12,,,,,69.7868292683,124.558819723,
56,1962,Denmark,,7.945107361080001,50.42317699189999,1355.93161991,2296.28956262,28.61945852,2.55,5.66682217272,32.5049280412,,6.63590469251,72.3197560976,109.69381638,
57,1962,Djibouti,,0.5060615711249999,,,,,6.527,,,,,44.8744390244,4.06384814495,
58,1962,Dominica,,0.177481285493,,,,,,,,,,,82.6453333333,
59,1962,Dominican Republic,,0.353029129213,14.4399951462,,,23.8684625652,7.404,17.0472409314,24.1839582575,,7.640188930560001,53.2992439024,72.88917408399999,100.0
60,1962,Early-demographic dividend,,0.623761075266,22.6410753035,,,11.1587321223,6.13830620013,4.15383252523,11.4113861727,,1.94237042555,46.4260962142,30.9003592989,
61,1962,East Asia & Pacific,,0.894870615738,,,,11.2425923201,5.54754303076,6.20989184,11.7798591851,,,49.4229605536,43.4376541609,
62,1962,East Asia & Pacific (IDA & IBRD countries),40.2225807366,0.560754345699,,,,6.919595844460001,6.06991600518,-0.215937002259,6.035706151880001,29.216751457,,46.5510630104,56.6489330732,31.0261087086
63,1962,East Asia & Pacific (excluding high income),40.2225807366,0.561665530212,,,,6.919595844460001,6.03860028913,-0.215937002259,6.035706151880001,29.216751457,,46.620071671800005,56.966386772,31.0261087086
64,1962,Ecuador,33.9941625929,0.325336408962,23.680171658600003,,,17.889716802,6.676,4.5588839639,20.5538509195,22.5930374196,2.14879952334,54.3875365854,17.3851033088,43.4127999875
65,1962,"Egypt, Arab Rep.",,0.65108104163,,,,,6.57,,,,,49.1065121951,28.6912863529,
66,1962,El Salvador,,0.221683679656,,,,,6.67,,,,,51.2386829268,140.42498801,
67,1962,Equatorial Guinea,,0.0852989067225,,,,68.1370839298,5.529,,51.360057265600005,,,37.3324146341,9.19572192513,
68,1962,Eritrea,,,,,,,6.837000000000001,,,,,37.8515853659,,
69,1962,Estonia,,,,,,,1.95,,,,,68.7420487805,29.2904694503,
70,1962,Ethiopia,,0.0170548363485,,,,,6.875,,,,,39.6986585366,21.0911271571,
71,1962,Euro area,,,37.6286044559,1392.42201129,1566.55425905,17.9798923508,2.63860990563,6.389289445599999,18.5775881372,,3.93430633254,69.6028154591,102.168520624,
72,1962,Europe & Central Asia,,,46.6076607014,,,18.8596110724,2.80140601693,,19.6006598562,,,67.4893155838,24.9704389504,
73,1962,Europe & Central Asia (IDA & IBRD countries),,,23.00124533,,,,2.99494440601,,,,,64.62170061350001,13.837717906300002,
74,1962,Europe & Central Asia (excluding high income),,,23.00124533,,,,3.0335410997500003,,,,,64.3017848226,12.5347311681,
75,1962,European Union,,6.21118218358,44.3390099357,1641.96634832,1869.0381177,18.69929913,2.59090419097,5.03156629351,19.2606330094,,,69.5145683758,98.9488025567,
76,1962,Faroe Islands,,3.33809347709,,,,,,,,,,,25.1812320917,
77,1962,Fiji,,0.547993718808,11.2643442623,,,35.6557377049,6.085,3.60610369978,38.8319672131,,1.4025233001700002,56.8174634146,23.0747673782,
78,1962,Finland,,3.74256736643,40.9909191161,2389.20988199,2361.74387608,19.9202838835,2.68,2.9819455361,21.4379545863,,3.97394498889,68.577804878,14.7458649332,
79,1962,Fragile and conflict affected situations,,0.2854479163589999,14.7629661812,,,,6.632275168,,,,,41.9360789226,8.44095168403,
80,1962,France,,6.20757823899,34.570556631500004,1646.83246131,1852.7357712,12.8329879564,2.89,6.67217462634,12.1168866839,,4.67284195548,70.3146341463,87.87917620889999,
81,1962,French Polynesia,,0.569859181868,,,,,5.5,,,,,57.1706585366,22.856284153,
82,1962,Gabon,,0.172630373122,12.1908515862,,,31.714257477600004,4.541,7.449211596889999,30.7683996685,,1.3809206042200002,40.374,1.97852291691,
83,1962,"Gambia, The",,0.0669291441236,,,,,5.672000000000001,,,,,32.661097561,37.8977272727,
84,1962,Georgia,,,,,,,2.95,,,,,64.2343414634,65.7878162287,
85,1962,Germany,,,,1790.68687743,2124.84853926,,2.44,,,,,69.69251219510001,212.029284221,
86,1962,Ghana,42.2598870056,0.202357559414,10.1215805471,,,24.2147922999,6.827000000000001,4.10915860618,28.4701114488,,1.94014981864,46.6825365854,31.1394172453,
87,1962,Gibraltar,,2.48520309041,,,,,,,,,,,2213.3,
88,1962,Greece,,1.2032011901200002,19.6543502399,305.389304485,350.101257861,9.06245284038,2.16,1.53351890576,16.3345049158,,4.60640112929,68.89226829270001,65.5409852599,
89,1962,Greenland,,7.54354285714,,,,,,,,,,,0.102429031314,
90,1962,Grenada,,0.277730892409,,,,,6.442,,,,,60.670097561000006,271.835294118,
91,1962,Guam,,,,,,,5.984,,,,,62.219195122,128.90185185200002,
92,1962,Guatemala,,0.317326737332,12.2332983561,,,11.7873382302,6.49,3.53650126362,13.4225253585,,2.58550220762,46.6882926829,40.6548992161,
93,1962,Guinea,,0.178831523506,,,,,6.138,,,,,35.2603902439,15.0209995116,
94,1962,Guinea-Bissau,,0.0640297282582,,,,,5.941,,,,,38.4672195122,22.4030227596,
95,1962,Guyana,25.6880733945,1.12960591715,10.0239377618,,,56.6427289048,5.619,1.10492581084,44.8833034111,34.8296199214,3.75006064672,60.647,3.05301713182,39.4823066841
96,1962,Haiti,,0.0756628306695,,,,,6.3020000000000005,,,,,43.263804878,145.95776487700002,
97,1962,Heavily indebted poor countries (HIPC),,0.123188012667,9.16389738515,,,18.1881962582,6.74367372901,6.894541309380001,21.0289126827,,2.48595550992,40.4194539613,8.622484235349999,
98,1962,High income,,7.82997726503,82.8547064002,2545.23146285,2913.42527159,12.877313463,2.96349510726,5.87285481018,13.2522440359,,,68.8475229673,22.297839823,
99,1962,Honduras,38.7602372211,0.3274094898669999,11.4248871696,,,22.4887169568,7.443,5.76484604054,22.0760799484,19.542502118,2.9239748060400004,47.6329512195,19.1188488694,41.6972606608
100,1962,"Hong Kong SAR, China",,1.11501119448,,,,78.3469552204,5.18,14.2912,86.65822493379999,,1.95520004711,68.130097561,3240.39215686,
101,1962,Hungary,,5.025038030219999,,,,,1.79,,,,,67.8658536585,111.772206176,
102,1962,IBRD only,34.6741376923,1.13652715906,,,,8.338509162689999,5.4944322563800005,3.6555936509800007,8.19604234354,28.481684634,,49.40421599890001,28.2842809601,36.5780360872
103,1962,IDA & IBRD total,35.2112781216,0.965995841157,21.4047944156,,,8.71233811745,5.702685923230001,3.87333174624,8.72712903536,,,48.5301727589,24.8008080795,
104,1962,IDA blend,,0.380231077993,19.6453330531,,,,6.34627388581,4.12401453213,,,0.469617819433,48.9768436623,25.0592541693,
105,1962,IDA only,,0.143113788976,,,,,6.73504404724,6.78254439481,,,,42.2791710945,13.416935075,
106,1962,IDA total,,0.237643137889,15.9164985203,,,,6.589375360569999,5.454590516180001,,,,44.820662595,16.2814472862,
107,1962,Iceland,,6.57485551985,44.7621932574,2895.08603011,3028.29836932,45.0345798554,3.98,8.313712744239998,41.5839142896,,11.1478328559,73.7219512195,1.8192319202,
108,1962,India,39.888798014,0.3065194690239999,23.7505938315,,,4.09712428627,5.895,2.93112773677,5.9278584357,20.608289813800003,4.40561674268,42.4174146341,157.424902209,39.5029122242
109,1962,Indonesia,59.3962999026,0.248446979292,,,,6.134656580030001,5.645,1.90966022524,5.39285446783,12.5084263351,178.681533138,49.885804878,51.0927019105,33.6304471575
110,1962,"Iran, Islamic Rep.",25.1209724566,1.6237432397999998,19.3565994596,,,14.4973556894,6.914,7.90926792967,13.6786442671,31.1488089137,-1.7483859884900002,46.065804878,14.1650249269,43.730218629700005
111,1962,Iraq,,1.17690410231,14.6418317132,,,,6.513999999999999,,,,,50.4183658537,17.5462880399,
112,1962,Ireland,,4.62633804058,29.9281005868,838.1375504660001,1412.72967684,29.9083905379,3.92,,36.8389593805,,,70.0879756098,41.1678037451,
113,1962,Isle of Man,,,,,,,,,,,,,85.2280701754,
114,1962,Israel,,3.46389969472,14.6082337317,,,17.795484727799998,3.85,10.1561171937,16.7330677291,,8.90159187758,72.112195122,105.961182994,
115,1962,Italy,,2.87849638705,,1143.60512938,1007.04834663,12.6705820052,2.44,6.203650457869999,13.2049589523,,5.793729915909999,69.1497560976,172.99462786,
116,1962,Jamaica,,1.26277490114,18.3741359447,,,33.016399049499995,5.627000000000001,,34.922235023,,,65.3966341463,155.237488458,
117,1962,Japan,,3.05973635111,76.0740250498,1317.93137991,1003.75225394,9.430955198,2.01,8.908972995580001,9.29079633842,,4.19957756961,68.5948780488,261.33624216,
118,1962,Jordan,,1.08930257389,,,,,7.904,,,,,54.2513170732,10.9109587489,
119,1962,Kazakhstan,,,,,,,4.437,,,,,59.1990731707,3.90119717006,
120,1962,Kenya,40.5976771242,0.304273984865,,,,32.0378092614,8.042,9.45735874175,30.1251538874,16.6701565324,0.0183081354399,47.6522439024,15.161424254100002,42.7321977077
121,1962,Kiribati,,0.253994274104,,,,,6.784,,,,,50.2742926829,53.4716049383,
122,1962,"Korea, Dem. People�s Rep.",,,,,,,4.173,,,,,51.8253170732,98.5941366996,
123,1962,"Korea, Rep.",,0.651713666827,15.324780446099998,,,4.8901976973800005,5.789,2.45836065925,16.5033705536,,18.4488387081,54.484097561000006,274.860356625,
124,1962,Kosovo,,,,,,,,,,,,,91.3015523101,
125,1962,Kuwait,,42.6371176837,,,,,7.302,,,,,61.8484878049,18.8081369248,
126,1962,Kyrgyz Republic,,,,,,,5.314,,,,,57.0026585366,12.1657977059,
127,1962,Lao PDR,,0.0594658291756,,,,,5.966,,,,,43.8086585366,9.61856152513,
128,1962,Late-demographic dividend,33.4837436161,1.34297911486,,,,7.587388409189999,5.321042724090001,3.2814245382,7.4983921969,31.4626111132,,51.1719374019,25.0503071863,35.0477841021
129,1962,Latin America & Caribbean,,1.35454450523,22.1865633579,,,10.0921648085,5.942396391390001,4.83300561552,10.9175885343,,3.0128553157200004,57.0000828818,11.6182911859,
130,1962,Latin America & Caribbean (excluding high income),,1.29091743828,21.864678261,,,9.23742039629,6.04353495726,4.86876099295,9.77322768685,,2.83535326928,56.632426295600006,11.4246191919,
131,1962,Latin America & the Caribbean (IDA & IBRD countries),,1.32912433646,22.1865633579,,,9.61786347044,6.01462187028,4.75330469964,10.2092828943,,3.0128553157200004,56.5819938145,11.1668846634,
132,1962,Latvia,,,,,,,1.91,,,,,69.4304878049,35.0759855939,
133,1962,Least developed countries: UN classification,,0.1058718311979999,,,,,6.69056719625,,,,,41.1928855841,12.5195029153,
134,1962,Lebanon,,1.48373168315,,,,,5.694,,,,,63.8804146341,188.199022483,
135,1962,Lesotho,94.8464028777,,,,,14.381270903,5.82,15.3318124939,47.8260869565,,1.66744060053,47.4022439024,29.0484189723,
136,1962,Liberia,,0.2162096342119999,,,,36.5888363395,6.452999999999999,1.34460607745,72.3958599367,,2.93351234168,35.3541219512,12.1497819767,
137,1962,Libya,,0.6827006449699999,,,,,7.31,,,,,45.871195122,0.873066824284,
138,1962,Liechtenstein,,,,,,,,,,,,,108.1125,
139,1962,Lithuania,,,,,,,2.45,,,,,69.0953658537,45.6820357371,
140,1962,Low & middle income,35.5772411533,0.84898678824,,,,8.59211573566,5.742035481619999,3.90212807046,8.582516738130002,27.7758560977,,48.2624022762,24.7929606368,36.5076208835
141,1962,Low income,,,7.69721054866,,,,6.48639086075,,,,2.01037156929,39.8777345906,12.0694599289,
142,1962,Lower middle income,44.1212689712,0.415375260948,22.1611220375,,,8.52330060872,5.93217502222,3.572485635369999,10.1653803855,18.8420127005,,46.7459146339,45.45758707270001,38.4224910867
143,1962,Luxembourg,,36.0126266563,,5094.31021044,10414.5409197,81.7858584801,2.37,1.35867767095,74.1914357486,,3.89466767619,68.9981219512,,
144,1962,"Macao SAR, China",,0.526678635548,,,,,4.525,,,,,65.6157804878,9051.25,
145,1962,"Macedonia, FYR",,,,,,,3.691,,,,,61.8604634146,60.0513173417,
146,1962,Madagascar,,0.0739884401703,6.61935250666,,,13.7550293038,7.3,2.27106970159,18.3835288021,,3.39092839492,40.937804878,9.20430924786,
147,1962,Malawi,50.3164556962,,,,,21.4067278287,6.9910000000000005,0.6683647417399999,35.0152905199,10.0474683544,4.19533529279,38.2141707317,40.1404751803,39.6360759494
148,1962,Malaysia,42.96866166149999,,10.9629508732,,,56.141535825,6.0520000000000005,6.42102960931,53.0943952995,30.7818051249,-1.11094587513,60.6166829268,26.5124882058,26.249533213600003
149,1962,Maldives,,,,,,,7.117999999999999,,,,,38.4835609756,316.363333333,
150,1962,Mali,,0.0258941544429,,,,,6.994,,,,,28.5484634146,4.4102713511800005,
151,1962,Malta,,1.0189255943200002,,,,,3.24,,,,,68.2047804878,1012.1875,
152,1962,Marshall Islands,,,,,,,,,,,,,,
153,1962,Mauritania,43.0187095108,0.0685667838429,-1.51255719516,,,14.5345302047,6.794,0.726608377242,31.0875679863,24.5854465805,2.43266332893,44.8252195122,0.8820917822840001,32.3958439087
154,1962,Mauritius,,0.361281304036,,,,,6.124,,,,,60.626902439,344.99950738900003,
155,1962,Mexico,,1.5697444180899998,27.5618196267,,,8.55725121831,6.757999999999999,4.66441466819,10.0947529528,,2.74673173252,58.1802439024,20.9108207516,
156,1962,"Micronesia, Fed. Sts.",,,,,,,6.905,,,,,58.3835853659,,
157,1962,Middle East & North Africa,,1.0624464408399998,19.8086681827,,,,6.88635715158,,,,,48.388503440600005,9.91124207548,
158,1962,Middle East & North Africa (IDA & IBRD countries),,0.850062509108,21.0961617263,,,,6.94972075543,,,,,47.8249881021,11.9421344855,
159,1962,Middle East & North Africa (excluding high income),,0.850534695618,21.0961617263,,,,6.94972075543,,,,,47.8249881021,11.9338175239,
160,1962,Middle income,35.5140143162,0.8975738437049999,,,,8.55133251004,5.68460852637,3.76586873337,8.51537928772,27.851907583000003,,48.8837077798,26.8858465643,36.4237926731
161,1962,Moldova,,,,,,,3.178,,,,,62.544195122,92.7996655868,
162,1962,Monaco,,,,,,,,,,,,,11521.0,
163,1962,Mongolia,,1.95074792748,,,,,7.347,,,,,50.1600487805,0.650974535905,
164,1962,Montenegro,,,,,,,3.4360000000000004,,,,,65.061902439,37.3649070632,
165,1962,Morocco,,0.235120747573,22.2637467072,,,18.0202657893,7.131,,21.0928446984,,,49.2875853659,29.3517116996,
166,1962,Mozambique,,0.254829220109,,,,,6.601,,,,,35.9122682927,9.9181006638,
167,1962,Myanmar,,0.128404767028,,,,,6.096,4.08687253048,,,0.600847631886,44.1513658537,34.3463139211,
168,1962,Namibia,,,,,,,6.184,,,,,48.101097561,0.7684509711040001,
169,1962,Nauru,,,,,,,,,,,,,247.35,
170,1962,Nepal,,0.00848101403663,1.23456787301,,,,5.962000000000001,1.91032003367,,,5.89709100096,35.9522926829,72.5668601399,100.0
171,1962,Netherlands,,7.060853796839999,45.095030405900005,1528.50036961,2081.01162075,45.9426042282,3.18,6.843507321030001,45.5294035633,,0.758713635655,73.323902439,349.694579384,
172,1962,New Caledonia,,6.77119904077,,,,,6.01,,,,,59.4390243902,4.56236323851,
173,1962,New Zealand,,4.51652659146,19.500407227,2751.81305399,1791.46132151,,4.107,,,,,71.2317073171,9.426151684330002,
174,1962,Nicaragua,,0.349874904588,17.3250516509,,,26.4315577006,7.178999999999999,11.6953489843,28.9035229588,,-1.25191842569,48.2958780488,15.6769154063,
175,1962,Niger,75.9976096283,0.018352266424,3.00883849609,,,9.28357491437,7.416,10.2787134943,12.9477921642,3.5196916071900004,-0.8427925211399999,35.6654634146,2.83935659588,20.4826987645
176,1962,Nigeria,,0.0887217732028,5.629199817230001,,,8.269140541239999,6.346,4.10299258913,13.5603602357,,5.56530089969,38.0790731707,51.734092032,
177,1962,North America,,15.5680938077,101.193683547,4556.77741382,5654.54454258,5.98650854832,3.48124677805,6.19483964705,5.37136485436,,1.244634712,70.232706802,11.2422065556,
178,1962,Northern Mariana Islands,,,,,,,,,,,,,,
179,1962,Norway,,3.86862605863,49.3215896528,9390.97830729,2052.05448433,33.7722949325,2.91,2.8139451384500003,35.5121344733,,4.7664223130900005,73.4480487805,9.96295089597,
180,1962,Not classified,,,,,,,,,,,,,,
181,1962,OECD members,,7.530947650650001,81.5718822763,2445.52338301,2810.85179639,11.4656624842,3.197668704,5.841474154759999,11.7736995637,,4.10945045992,67.7545658145,23.6147415814,
182,1962,Oman,61.1940298507,,,,,,7.251,,,23.3830845771,,44.300512195100005,1.87019386107,15.4228855721
183,1962,Other small states,,0.761356165205,32.032318791,,,,5.05759486791,,,,,52.2372667579,4.67365147894,
184,1962,Pacific island small states,,0.466693916505,11.2643442623,,,,6.56285435408,,,,,54.60778331109999,14.7028794146,
185,1962,Pakistan,43.3332851617,0.3417755147699999,37.3250820771,,,,6.6,4.48285862747,,17.921933653900002,-0.0770836107496,47.1169756098,61.12875025939999,38.7447848763
186,1962,Palau,,5.05793103448,,,,,,,,,,,,
187,1962,Panama,,0.991186587845,14.8745425919,,,53.180834303800005,5.812,8.244738555,57.1695460591,,0.5716220282419999,61.8963658537,16.1739574926,
188,1962,Papua New Guinea,48.6569793043,0.0972027302648999,,,,16.209262435699998,6.278,6.37409931672,27.9159519726,14.619110524000002,0.286504133068,39.7173902439,4.49844322749,36.7239101717
189,1962,Paraguay,,0.195662374952,13.1331235284,,,,6.472,3.30025851776,,,8.421275558460001,64.226902439,5.047412534609999,
190,1962,Peru,19.9468230781,0.93614496813,17.4830094085,,,19.9663002615,6.962999999999999,10.0352933342,21.9599282474,30.4114039065,3.0128553157200004,48.7527804878,8.3208375,49.6417730154
191,1962,Philippines,26.8577498172,0.36851208177,24.8359327881,,,16.9476847799,7.02,4.77312184751,19.2346557979,31.0794393912,6.79042335158,58.4288536585,94.1501844029,42.0628107916
192,1962,Poland,,7.15360516027,,1062.177277,1976.85979181,,2.72,,,,,67.4268292683,98.9536060596,
193,1962,Portugal,,1.0343778647600002,48.0047094942,379.142282314,363.164047972,15.2621014208,3.23,6.61444776877,18.9632814285,,0.6766959030740001,63.6941463415,98.2949180328,
194,1962,Post-demographic dividend,,8.02438843688,83.5025851412,2622.526261,2964.13104324,12.6721519146,2.86850204989,5.87114934268,12.985093958599998,,3.89466767619,69.1443628566,24.6389950703,
195,1962,Pre-demographic dividend,,0.166592997164,8.34383059237,,,,6.66813171325,,,,2.48595550992,39.7401724753,9.82469517368,
196,1962,Puerto Rico,,,,,,45.378151260500005,4.4110000000000005,8.323315527030001,63.6124919786,,3.66581415175,69.1449268293,276.248252537,
197,1962,Qatar,,3.39373876519,,,,,6.977,,,,,62.73002439020001,4.83953488372,
198,1962,Romania,,3.4202858664999995,,,,,2.04,,,,,67.0290731707,81.08253017279999,
199,1962,Russian Federation,,,,,,,2.36,,,,,67.0214146341,7.47964453827,
200,1962,Rwanda,,0.0276473843144,,,,9.27999940608,8.197000000000001,11.3337983808,12.7999991808,,-7.97133394913,42.8377073171,123.656100527,
201,1962,Samoa,,0.158352477847,,,,,7.63,,,,,50.9695121951,40.9137809187,
202,1962,San Marino,,,,,,,,,,,,,269.95,
203,1962,Sao Tome and Principe,,0.1707460925979999,,,,,6.284,,,,,51.5972926829,67.1135416667,
204,1962,Saudi Arabia,,1.43389833694,,,,,7.242999999999999,,,,,46.6945121951,2.02953123474,
205,1962,Senegal,,0.24254227941,11.2051875247,,,20.3012799603,7.0360000000000005,-0.136235361247,18.1132243329,,2.53924769091,38.446,17.4332363787,
206,1962,Serbia,,,,,,,,,,,,,76.56071346899999,
207,1962,Seychelles,,,,,,,,8.40858127172,,,0.599020608107,,95.7434782609,
208,1962,Sierra Leone,,0.145725026244,6.20478359268,,,,5.9670000000000005,4.54096706428,,,1.00347235872e-05,30.752780487800003,31.0277223608,
