,Year,Country Name,"Agriculture, value added (% of GDP)",CO2 emissions (metric tons per capita),Domestic credit provided by financial sector (% of GDP),Electric power consumption (kWh per capita),Energy use (kg of oil equivalent per capita),Exports of goods and services (% of GDP),"Fertility rate, total (births per woman)",GDP growth (annual %),Imports of goods and services (% of GDP),"Industry, value added (% of GDP)","Inflation, GDP deflator (annual %)","Life expectancy at birth, total (years)",Population density (people per sq. km of land area),"Services, etc., value added (% of GDP)"
923,1977,Latin America & the Caribbean (IDA & IBRD countries),13.1559395238,2.06852025227,36.0979425954,711.232761053,922.376130416,12.3359452405,4.6415402618,4.72848070231,13.1074954731,37.5993927557,15.817359021500002,62.7823422036,16.4012301651,49.2466308834
924,1977,Latvia,,,,,,,1.89,,,,,69.1046341463,39.9555116085,
925,1977,Least developed countries: UN classification,,0.143197478396,23.615236429,63.5470253124,303.176722355,,6.69577149282,,,,9.34553260242,46.6590093394,18.0777851093,
926,1977,Lebanon,,2.13866498045,,742.453449895,696.1964896339999,,4.271,,,,,67.5213902439,254.76285435,
927,1977,Lesotho,43.7228373702,,,,,11.8976799524,5.706,21.8090333114,112.43307555,17.5988927336,7.47889508371,51.8474878049,39.8167325428,38.6782698962
928,1977,Liberia,,0.8549109123459999,0.408213944075,,,68.20102090520001,6.93,1.58798456662,77.54704012090001,,11.0302221795,44.1902682927,17.9019206811,
929,1977,Libya,,7.078691991,,782.6423102839999,1455.08414725,,7.736000000000001,,,,,62.2480243902,1.61427304864,
930,1977,Liechtenstein,,,,,,,,4.75867709144,,,2.23043779993,,152.775,
931,1977,Lithuania,,,,,,,2.14,,,,,70.8095121951,53.5264199107,
932,1977,Low & middle income,24.6164560958,1.6369025352000002,37.2166981635,292.457790552,544.187165799,11.9316620028,4.5056854919800005,4.444706463359999,12.7285766852,38.4011296117,10.7423601608,58.7979803559,34.8696527792,37.2037742638
933,1977,Low income,,,17.2087849305,,,,6.56240279428,,,,11.2013425,46.3069111721,17.4206023944,
934,1977,Lower middle income,34.5217112674,0.698308080294,30.2435788075,120.268488954,317.00315161,15.5723449552,5.31599095781,6.78726565967,17.0307153017,26.6456168097,10.6633484576,54.4612541928,64.44231507800001,39.9059553684
935,1977,Luxembourg,,30.2405370851,41.3953338659,10443.936484,10278.5575523,95.1064986698,1.5,1.56977667683,83.8702361168,,1.17220663701,71.2562926829,,
936,1977,"Macao SAR, China",,1.26381349778,,,,,1.4409999999999998,,,,,71.509,12186.45,
937,1977,"Macedonia, FYR",,,,,,,2.562,,,,,68.3636341463,72.7907196225,
938,1977,Madagascar,32.7965377769,0.105468170744,19.1997408092,,,16.4449912625,7.007999999999999,2.36400035887,20.048971038,16.9995906169,8.5939075488,47.9496097561,13.810896928800002,50.2038715097
939,1977,Malawi,41.7897353414,0.113376338981,23.9626373626,,,30.0,7.588999999999999,4.91803136466,34.6291208791,18.6576984939,13.3782695108,43.611,59.6922783199,39.5525661646
940,1977,Malaysia,28.2144613482,1.75389558333,59.3568336425,526.694857899,621.740086559,50.3744925788,3.99,7.75647431462,42.7788633271,38.3866410019,6.86173328174,67.0960731707,39.2382133617,33.39889765
941,1977,Maldives,,0.101406892737,,,,,6.936,,,,,50.1271219512,482.15,
942,1977,Mali,61.2571202656,0.0617308338343,38.9824125324,,,12.7556950681,7.153,6.348647193940001,19.5794112393,10.9507841867,8.06394642924,37.3587073171,5.50122931675,27.7920955477
943,1977,Malta,5.7876666981,2.61612861192,28.4494201336,1358.4389354,822.865426589,76.9238344331,2.14,12.1841738956,90.4291437843,66.2055552587,4.920522120569999,72.213195122,959.28125,28.0067780433
944,1977,Marshall Islands,,,,,,,,,,,,,,
945,1977,Mauritania,29.23001579,0.395975905446,38.4013631486,,,32.7800737127,6.593999999999999,-1.87859368289,73.5738055929,29.8140801657,6.38654429123,52.4819268293,1.36569418842,40.9559040443
946,1977,Mauritius,20.8731334143,0.696483206151,45.2527388337,280.015064376,474.222876797,48.60140491,3.071,6.54761905285,59.19636479060001,25.674569125100003,8.579408474389998,65.3724390244,453.881280788,53.4522995303
947,1977,Mexico,11.1610153064,2.99742682727,47.943431725500005,720.6040054839999,1063.78037111,10.3176255056,5.587000000000001,3.39063970678,10.220743651,32.863617413600004,30.4637851324,65.0128292683,33.0963728491,55.97536728
948,1977,"Micronesia, Fed. Sts.",,,,,,,6.49,,,,,64.5675853659,,
949,1977,Middle East & North Africa,,3.40715923533,16.4740597784,478.832360621,682.462636345,41.6206757598,6.31287792907,4.001354829059999,38.5904081987,,9.78978932505,57.505485478100006,15.006962036,
950,1977,Middle East & North Africa (IDA & IBRD countries),11.8107673121,2.3102317395200003,39.8414514925,343.308998665,524.762882197,30.6069422209,6.3419810811,0.564735908341,35.6900301233,46.591759858900005,10.7171574946,56.7945772825,17.721609021600003,41.5974733592
951,1977,Middle East & North Africa (excluding high income),,2.3115150101700004,39.8414514925,343.308998665,524.762882197,30.6069422209,6.3419810811,0.564735908341,35.6900301233,,10.7171574946,56.7945772825,17.7092669547,
952,1977,Middle income,24.446583943,1.7374319751700005,37.6581113697,295.844965671,543.675052779,11.8833256222,4.35063932415,4.50627874251,12.6172808676,38.5866989407,10.6885511238,59.7494739214,37.7396760133,37.189975501300005
953,1977,Moldova,,,,,,,2.455,,,,,64.89239024390001,115.372557216,
954,1977,Monaco,,,,,,,,3.55323608267,,,8.8068310635,,12904.5,
955,1977,Mongolia,,3.1829559624400003,,,,,6.78,,,,,56.8464146341,1.00556914442,
956,1977,Montenegro,,,,,,,2.341,,,,,72.2639756098,41.455464684,
957,1977,Morocco,,0.679685171564,38.0240246624,191.772797179,252.036810104,16.8959627017,5.97,6.05916767916,37.3211953136,,10.7709665316,55.4781707317,41.8749316603,
958,1977,Mozambique,,0.246646286567,,56.0811764576,608.405141326,,6.532,,,,,41.9605609756,13.990575803,
959,1977,Myanmar,,0.161034077818,35.5325666697,29.6289878066,276.246179043,,5.284,5.95228661064,,,1.92179934505,53.7384390244,49.1640848303,
960,1977,Namibia,,,,,,,6.622000000000001,,,,,56.2146829268,1.15358379186,
961,1977,Nauru,,15.7120939876,,,,,,,,,,,361.75,
962,1977,Nepal,63.912643494300006,0.0242467626507,10.8344907407,9.91822851814,302.06554296,11.788193865699998,5.803999999999999,3.01697344065,14.317129050899998,11.202706244200002,-3.56482156299,44.5783902439,97.2991258741,24.884650261500003
963,1977,Netherlands,3.94759824455,11.8559280928,60.4083307431,4077.4571067,4560.27311991,46.2576497008,1.58,2.52044046888,43.8743224725,33.3320001379,5.34465292434,75.2214634146,410.432020142,62.7204016176
964,1977,New Caledonia,,15.7465294118,,,,,3.43,1.89982427925,,,5.86721749273,66.17073170729999,7.4398249453,
965,1977,New Zealand,9.56167571761,6.506157297610001,28.2429818624,6149.92628678,3055.08108455,26.147551464,2.229,,27.7522056003,36.0744763382,,72.1682926829,11.8499107516,54.3638479441
966,1977,Nicaragua,,0.954419674457,23.842082641300003,336.942065805,585.0413863719999,32.0913335248,6.42,8.36848053301,37.4264949523,,11.8524710339,57.37,24.711691873000003,
967,1977,Niger,51.7871951929,0.0669624188718,5.12536036079,,,19.642591943,7.617999999999999,7.76458111911,29.3295203775,13.9876450714,15.7477949928,37.9834878049,4.32320675772,34.225159735700004
968,1977,Nigeria,,0.7499829997390001,17.7055232991,58.9836758191,634.258748201,24.8724132797,6.757000000000001,6.024117846189999,22.5228524639,,10.7137537899,44.3169268293,74.0312427946,
969,1977,North America,,21.1025973418,109.792463634,9574.16354211,8200.14762227,9.01280157064,1.78919256601,4.48665906512,10.0302074532,,6.796543933350001,73.3496601737,13.3728602955,
970,1977,Northern Mariana Islands,,,,,,,,,,,,,,
971,1977,Norway,5.04637473671,7.68461925626,51.7310198762,16515.363430700003,4060.10627707,34.285507403800004,1.75,4.16076721758,43.3863726874,32.1723770336,8.169679919310001,75.3868292683,11.0698435297,62.781248229700005
972,1977,Not classified,,,,,,,,,,,,,,
973,1977,OECD members,,11.0994813671,95.3126629951,4976.05634968,4126.59164571,16.1881179813,2.2601570250400003,3.73453559576,17.1197798816,,10.9720455986,71.6696581192,27.9574914893,
974,1977,Oman,2.54541586973,8.70053977987,16.8886758673,364.080400407,761.662333837,58.3016414975,8.017999999999999,1.00721832951,44.0430773085,66.1913745045,6.000096104380001,56.7596585366,3.1593085622,31.2632096258
975,1977,Other small states,,4.21299285897,26.0866088803,,,,4.76969120186,,,,8.896885735680002,57.4887931325,6.26880093211,
976,1977,Pacific island small states,,1.08531807771,21.6785434079,,,,5.12657273137,,,,,60.77516377520001,21.2159401845,
977,1977,Pakistan,32.3336916756,0.343733879029,44.532046593100006,110.212596575,302.558312012,9.28463791305,6.599,3.94769828741,19.0208155748,22.8699395762,9.09489467597,56.0221463415,92.0425708281,44.7963702189
978,1977,Palau,,14.9979550102,,,,,,,,,,,,
979,1977,Panama,9.70489630337,1.88349338126,61.6960709653,714.9514632839999,899.7691370580001,65.30869822310001,4.26,1.09402494071,71.7115377238,24.7854939952,4.656797181580001,69.0427560976,24.7227199354,65.8067325926
980,1977,Papua New Guinea,35.2423269974,0.53257391445,15.1825182903,,,44.9749711205,5.9,0.83481559684,46.2687716596,27.8696618119,7.437825161569999,50.6492926829,6.553062756699999,36.8880111907
981,1977,Paraguay,,0.394761146361,21.0184807748,157.390452668,580.530937274,,5.189,11.4940816034,,,11.317731639200002,66.4387804878,7.38830858293,
982,1977,Peru,15.6535595365,1.4532083806,32.7541461321,477.669124102,678.509067152,15.474780595,5.447,0.349063699304,22.1190471014,34.6440872913,35.741341217199995,58.2941463415,12.547911718800002,49.702353172200006
983,1977,Philippines,28.7182625076,0.842017425159,35.9265790688,328.199099879,456.743021869,21.0586383043,5.506,5.602055577280001,24.1256505627,36.835772872,8.27287599848,61.6775121951,146.394114096,34.4459646204
984,1977,Poland,,12.0794435996,,2871.91491263,3251.8025717,,2.23,,,,,70.4024390244,113.255574782,
985,1977,Portugal,,2.4036428917,78.7019907373,1248.98539766,845.368945104,14.4324444576,2.69,5.602597251970001,26.0908130693,,26.4000453885,70.012195122,103.340710383,
986,1977,Post-demographic dividend,,12.0266886953,96.7963804382,5613.75840817,4566.04438897,17.4557187547,1.90435931713,3.763631663580001,18.1340548081,,7.82386976884,72.8029880314,28.3468297766,
987,1977,Pre-demographic dividend,,0.4845272553019999,23.2731660933,134.134502852,519.6788297090001,30.1867704817,6.922156574360001,4.72835784881,28.7163225329,,11.2013425,46.4411001605,14.5414451399,
988,1977,Puerto Rico,3.70266465205,,,,,60.791653633900005,2.769,5.95068036592,76.4612699149,71.0006055151,4.30009149131,73.369,348.217587373,25.2967298328
989,1977,Qatar,,54.4309316225,15.2253177994,4978.88907167,9517.70576301,,6.211,,,,,71.8167804878,15.7080103359,
990,1977,Romania,,8.199979904480001,,2550.13583319,2735.43911555,,2.57,,,,,69.7419512195,94.4520969002,
991,1977,Russian Federation,,,,,,,1.95,,,,,67.3763414634,8.30386913932,
992,1977,Rwanda,46.4609826308,0.0575918607078,6.529806311869999,,,14.2677661185,8.423,1.99410948018,17.6601997856,21.206199146,13.5114663018,45.7861707317,188.409809485,32.3328182232
993,1977,Samoa,,0.526441492,,,,,6.547000000000001,,,,,58.4695121951,54.1498233216,
994,1977,San Marino,,,,,,,,2.5603748689700003,,,18.4768862625,,338.35,
995,1977,Sao Tome and Principe,,0.335513975937,,,,,6.504,,,,,59.8600731707,91.0791666667,
996,1977,Saudi Arabia,1.17237239074,14.2460444266,-46.8978781819,829.618014067,1368.95037047,55.4131408185,7.298999999999999,6.89417868045,30.8751496056,67.0496824347,8.282777995830001,60.3413658537,3.8588745354,31.7779451746
997,1977,Senegal,,0.434896875441,28.5397273166,92.2424666876,281.840462003,37.3680597664,7.461,-2.68290530506,43.5670083283,,8.16395466785,45.7673414634,26.8026437438,
998,1977,Serbia,,,,,,,,,,,,,82.986508118,
999,1977,Seychelles,9.16463909165,1.3660231285,22.7696674777,,,17.1853203569,,-6.19022681347,70.91301703159999,13.8280616383,43.8052476889,,134.31739130399998,77.0072992701
1000,1977,Sierra Leone,37.2322580645,0.177848941681,19.0159612025,,,19.7195088985,6.23,0.0466758098406999,26.729769095100004,19.8967741935,19.7469480375,39.5722682927,39.9917844278,42.8709677419
1001,1977,Singapore,2.06871145381,12.174446308,28.3659315254,2073.71091902,1763.23012084,162.784851932,1.82,7.486151919460001,164.25085318,32.9742570233,1.3992897029299998,70.960902439,3470.59701493,64.9570315229
1002,1977,Sint Maarten (Dutch part),,,,,,,,,,,,,,
1003,1977,Slovak Republic,,,,3413.48963671,3780.58944725,,2.49,,,,,70.39956097560001,100.634116424,
1004,1977,Slovenia,,,,,,,2.166,,,,,70.556097561,91.4785004965,
1005,1977,Small states,,5.08767469314,27.0942917366,,,,4.5708188201,,,,,60.4333098129,7.74533731892,
1006,1977,Solomon Islands,,0.387963951486,,,,,7.096,,,,,57.98956097560001,7.429153269019999,
1007,1977,Somalia,61.00192105520001,0.168149126163,,,,20.2616218756,7.005,23.3074905117,59.2150967918,12.0323434179,9.79471491224,43.629902439,7.578265374439999,26.9657395852
1008,1977,South Africa,7.05096295478,7.74834542536,87.76626433690001,3036.24313738,2208.54919916,30.238464842,5.064,-0.0940957057406999,25.2269351436,40.74269788,11.1685318115,55.4122439024,22.265252372,52.2063388545
1009,1977,South Asia,37.5780674154,0.375738406622,30.5239516958,112.49560082,268.599597385,7.38251994468,5.318562817769999,6.407929189380001,8.49198147025,22.6642776746,5.63722934554,52.41829323,175.349540873,39.7576550546
1010,1977,South Asia (IDA & IBRD),37.5780674154,0.375738406622,30.5239516958,112.49560082,268.599597385,7.38251994468,5.318562817769999,6.407929189380001,8.49198147025,22.6642776746,5.63722934554,52.41829323,175.349540873,39.7576550546
1011,1977,South Sudan,,,,,,,6.912999999999999,,,,,38.4230243902,,
1012,1977,Spain,,5.37980525185,89.69857960879999,2303.40623672,1667.64601643,13.3154237443,2.66,2.83857428455,15.8771884537,,23.3830700185,74.1319512195,73.09051927770001,
1013,1977,Sri Lanka,,0.2093625017929999,28.9700140502,76.3161669775,293.833883231,33.8149257011,3.633,5.10059026393,30.1562886258,,14.691083615799998,67.0026097561,222.32498804,
1014,1977,St. Kitts and Nevis,11.5189339785,0.834433167979,,,,42.6986969064,,,53.715308863,22.5037574691,,,125.56,65.9773085524
1015,1977,St. Lucia,,0.6175261021399999,,,,,5.216,,,,,67.08800000000001,184.960655738,
1016,1977,St. Martin (French part),,,,,,,,,,,,,124.595588235,
1017,1977,St. Vincent and the Grenadines,13.3745524173,0.337975811324,35.963032865900004,,,32.0366819633,4.54,13.2294065744,64.5161290323,15.9840072204,37.253444279,66.49926829270001,250.382051282,70.6413560123
1018,1977,Sub-Saharan Africa,,0.905404852555,43.7158992174,419.821265173,675.779202544,26.6358879874,6.79391744709,2.35991640797,26.7652056487,,11.0302221795,47.11227898560001,14.959901625,
1019,1977,Sub-Saharan Africa (IDA & IBRD countries),,0.905404852555,43.7158992174,419.821265173,675.779202544,26.6358879874,6.79391744709,2.35991640797,26.7652056487,,11.0302221795,47.11227898560001,14.959901625,
1020,1977,Sub-Saharan Africa (excluding high income),,0.905331328047,43.7265168391,419.821265173,675.779202544,26.6453129574,6.79391744709,2.36575175381,26.7211774149,,10.8719879847,47.11227898560001,14.9575768333,
1021,1977,Sudan,39.8893036427,0.2201781082449999,36.6111366422,39.9708993342,445.524031505,9.375,6.919,6.22385378189,16.628370097999998,12.3653837903,17.4039984771,53.9325853659,7.27591624579,47.745312567
1022,1977,Suriname,8.362084619580001,5.26101708059,28.383775351,,,55.1482059282,4.331,10.0912509829,62.0124804992,42.4459778464,15.1818534991,65.0990731707,2.3144423076900003,49.191937534
1023,1977,Swaziland,32.0930232558,0.619904205331,12.3059757943,,,65.39334341909999,6.761,1.0095922548799998,68.6459909228,35.3488372093,10.4461259017,52.2342926829,31.9845930233,32.5581395349
1024,1977,Sweden,,10.3985599052,45.217345248,9828.34719337,5054.83376436,25.6941994439,1.64,-1.59625858231,26.5202516164,,10.5295692758,75.37975609760001,20.1090315348,
1025,1977,Switzerland,,6.540985490930001,,5324.95995175,2877.79290941,,1.53,,,,,75.23804878050001,158.90442218200002,
1026,1977,Syrian Arab Republic,,1.81306437518,54.1361570661,222.79513184,475.180226672,18.5687707294,7.359,-1.27373797412,41.4584669712,,10.6633484576,64.0537560976,44.0099466754,
1027,1977,Tajikistan,,,,,,,6.042999999999999,,,,,61.6714634146,25.7842312089,
1028,1977,Tanzania,,0.118297183108,,34.904192399,455.445767964,,6.73,,,,,49.6781707317,19.2120264168,
1029,1977,Thailand,24.7830977611,0.7240540555570001,54.6679296046,233.564444458,451.510578157,19.9583639462,4.03,9.84346323531,25.3776947019,29.3432460542,6.01469871134,62.9959756098,86.9384936092,45.8736561847
1030,1977,Timor-Leste,,,,,,,4.513999999999999,,,,,32.8502682927,42.37733692,
1031,1977,Togo,35.4450250149,0.183454394286,24.3125651141,106.012707231,327.998948608,41.469052891,7.284,6.95908537004,52.4628282387,19.4764390019,20.6574056877,50.6475609756,46.305681191400005,45.0785338366
1032,1977,Tonga,43.8735237124,0.324887038186,,,,33.8660274337,5.471,,57.1772409694,11.3751447708,,66.8153658537,125.411111111,44.7513315167
1033,1977,Trinidad and Tobago,,15.5566512175,-9.31364181681,1398.40366547,2808.51679767,49.5512969945,3.273,9.12179155082,36.8959762638,,13.342293024000002,66.556,202.681676413,
1034,1977,Tunisia,18.5460575586,1.14747593805,55.9649162827,274.547416988,427.302747359,29.581641498200003,5.706,3.41109585407,38.0126830604,30.1915052958,9.65330908688,58.9367317073,38.0729016478,51.2624371456
1035,1977,Turkey,32.4,1.98859081929,39.7086186983,462.674363133,778.4328071839999,3.81520401401,4.738,3.4066698049299995,10.7071854587,24.0975609756,24.0890232445,56.7186829268,53.29861232020001,43.5024390244
1036,1977,Turkmenistan,,,,,,,5.441,,,,,60.0316341463,5.649854233609999,
1037,1977,Turks and Caicos Islands,,,,,,,,,,,,,7.24842105263,
1038,1977,Tuvalu,,,,,,,,,,,,,260.533333333,
1039,1977,Uganda,73.9688637283,0.0703302428326,16.8443509615,,,9.15264423077,7.099,,7.7984775641,7.0420541852,,49.3461219512,57.4082428307,18.9890820865
1040,1977,Ukraine,,,,,,,1.94,,,,,69.2534390244,85.0782549409,
1041,1977,United Arab Emirates,,53.6569311156,15.7509271313,3801.62385228,5682.19088634,,5.744,21.4393301623,,,5.25575609813,66.454,8.64651913876,
1042,1977,United Kingdom,,10.7618685096,36.8369403777,4668.423169,3695.38387114,29.0075631233,1.69,2.46321417352,28.3022834447,,13.7044307152,73.2243902439,232.271698425,
1043,1977,United States,,21.532484006,113.399347045,9337.724018,8285.57089798,7.6392014961,1.79,4.60859740653,8.74627448104,,6.202967939340001,73.256097561,24.0462890983,
1044,1977,Upper middle income,21.808808099,2.609057445,41.4910771297,451.117388578,744.1341117439999,10.7898608991,3.55255143884,3.86758260368,11.3090917729,41.7130016644,11.1685318115,64.2206388498,27.9782480968,36.4789029902
1045,1977,Uruguay,,1.97782127166,33.3376918852,846.6606255910001,868.792103341,19.8964408065,2.907,1.45546117871,22.6585423259,,55.606691619,69.5298536585,16.3244600617,
1046,1977,Uzbekistan,,,,,,,5.66,,,,,64.4426829268,34.7017700987,
1047,1977,Vanuatu,,0.483303992544,,,,,5.787000000000001,,,,,56.70309756100001,8.71394585726,
1048,1977,"Venezuela, RB",4.8988170897800005,4.51114151612,40.1870228546,1384.22216072,1809.81958254,23.2161900119,4.4830000000000005,6.2707835129900005,30.0319481786,44.6219520339,9.89950353195,67.33619512199999,16.016994501400003,50.4792308763
1049,1977,Vietnam,,0.303742360076,,53.8622129436,257.872313351,,5.614,,,,,64.5267073171,154.520876217,
1050,1977,Virgin Islands,,,,,,,3.607,-1.06658979533,,,6.08604842128,70.49092682930001,265.714285714,
1051,1977,West Bank and Gaza,,,,,,,,,,,,,,
1052,1977,World,,4.36766517967,85.0699726065,1473.3296070999995,1443.43032027,16.9455675718,3.94356983583,3.99658805694,17.4215757326,,9.79519747144,61.7970686012,32.4748753459,
1053,1977,"Yemen, Rep.",,0.412525036721,,43.86398842649999,126.035906203,,8.427,,,,,47.5404634146,13.6880599276,
1054,1977,Zambia,18.1231214516,0.700659112388,61.3139347563,1099.26921241,819.7872201060001,,7.381,-4.56423605811,,41.6341979294,8.25401829505,51.5481463415,7.18808431644,40.2426806189
1055,1977,Zimbabwe,18.1144199166,1.41314098614,,938.344462529,921.65469562,21.3950286342,7.33,-6.86070319342,20.2176019373,31.1328200988,8.5099991015,57.6513658537,17.011086984600002,50.7527671077
1056,1982,Afghanistan,,0.165879121664,,,,,7.45,,,,,43.2307317073,19.4023236222,
1057,1982,Albania,31.6997104691,2.62485678513,,1096.87322889,966.683283781,19.3750006044,3.452,2.94859680233,23.877538080300003,43.8001704545,-0.017694288114,70.6851219512,101.615985401,24.5001190764
1058,1982,Algeria,8.38978653611,1.90855723457,70.8723531324,403.631448571,771.235497639,30.924856323,6.43,6.40000411531,28.998074946,56.1229844886,1.93979420708,60.7863414634,8.63893665975,35.4872353327
1059,1982,American Samoa,,,,,,,,,,,,,173.7,
1060,1982,Andorra,,,,,,,,1.24646111343,,,13.582349829000002,,83.2170212766,
1061,1982,Angola,,0.527930762732,,61.3113057707,514.415934309,,7.309,,,,,40.408,7.06465950108,
1062,1982,Antigua and Barbuda,6.211767673580001,4.25467730239,53.1095121755,,,67.8229119124,2.096,0.167303078434,107.136145193,14.6086901684,10.6525478464,69.1409268293,156.704545455,79.179542158
1063,1982,Arab World,,2.7217309560900005,7.785458155730001,712.50397884,955.19603006,39.5303099787,6.17805891505,-3.1104261662299995,43.1084553168,,6.41380760714,59.7995323943,12.8627890315,
1064,1982,Argentina,9.59615604622,3.56708654335,45.9987644434,1200.35225232,1416.53992488,9.0904930786,3.213,-4.95717851904,6.520993021390001,41.1028486443,207.617681377,70.03531707319999,10.5945463315,49.3009953095
1065,1982,Armenia,,,,,,,2.381,,,,,70.5355121951,112.148823323,
1066,1982,Aruba,,,,,,,2.364,,,,,72.673195122,340.8,
1067,1982,Australia,6.10092267673,15.4249318092,38.5307263586,6391.29002504,4817.48952431,13.5459756362,1.929,3.32129592148,16.8786252322,37.8281000489,11.7212261042,74.9048780488,1.97571039923,56.0709819058
1068,1982,Austria,4.1168834609400005,7.11212494092,92.554995885,4730.57007132,2830.22178095,31.8181462475,1.66,2.01125437594,32.4264013233,35.8320255413,5.355289895119999,72.9609756098,91.7188181158,60.0510909978
1069,1982,Azerbaijan,,,,,,,3.092,,,,,64.83073170729999,76.4541980605,
1070,1982,"Bahamas, The",,10.2714288957,49.4012545144,,,65.78597224859999,2.989,6.69889775608,59.551416080600006,,3.6950075403199993,68.9296829268,22.005494505500003,
1071,1982,Bahrain,1.05777648089,25.4918020469,12.9150024395,5205.33747895,9071.02474414,118.981623869,4.69,-7.55621771216,106.777064488,52.8815144441,13.7239941504,70.5373658537,559.3478260869999,46.060709075
1072,1982,Bangladesh,32.9796274224,0.1001431518999999,17.5617712102,25.247988115,105.482961637,5.07529986613,6.058,2.13432783577,15.5316243276,20.5295656204,9.85581246335,54.3030731707,659.66219559,46.4908069571
1073,1982,Barbados,,2.54255503553,43.5476683754,,,52.85174504729999,1.922,-4.90000810308,49.8987365495,,9.86739414255,69.1436829268,590.31627907,
1074,1982,Belarus,,,,,,,2.05,,,,,69.9082195122,48.1956221653,
1075,1982,Belgium,,11.9266847823,58.4167806833,4904.07001489,4208.25780214,57.4975713453,1.61,0.594986942681,59.566332931000005,,7.57041676485,73.8880487805,,
1076,1982,Belize,22.511923688400003,1.13763217996,44.9670850767,,,47.9776847978,5.51,-0.283156224836,70.5718270572,24.2925278219,-6.81233862375,70.26426829270001,6.641736080669999,53.1955484897
1077,1982,Benin,32.501199685,0.124989475639,27.7760442671,,355.338045025,17.7710358297,7.021,2.2350663445500003,40.0862995442,15.1224192815,16.1482840147,48.1503414634,34.864801348,52.3763800494
1078,1982,Bermuda,,7.142347021589999,,,,,,-5.28541226216,,,12.2085919681,,1108.98,
1079,1982,Bhutan,42.1781758827,0.0759763803999,,,,13.6977375843,6.456,3.41394147507,47.696148280500005,19.3545991002,7.46640127525,46.4472439024,9.29702716007,38.4672250171
1080,1982,Bolivia,17.6261110163,0.745316773107,51.0761708971,264.087554364,462.43170312,29.0643469338,5.556,-3.938737804030001,29.4039143191,34.719797267800004,158.282749517,50.968097561,5.386491276649999,47.6540917465
1081,1982,Bosnia and Herzegovina,,,,,,,2.103,,,,,70.6371707317,82.875745098,
1082,1982,Botswana,11.6722844406,1.02816735548,5.10980335869,564.506029186,739.29915268,54.5619826803,6.0120000000000005,12.1655318568,69.2741974068,49.195389801000005,3.69541837302,61.4814390244,1.88795722831,39.1323257584
1083,1982,Brazil,8.967900584410001,1.34455490006,48.4457802654,1043.11626627,867.193602187,7.60968270163,3.848,0.580245553394,8.27447902353,45.5877065145,104.832363563,62.6022439024,15.320963396199998,45.4443929011
1084,1982,British Virgin Islands,,3.1301749893299995,,,,,,,,,,,78.1,
1085,1982,Brunei Darussalam,0.8437893814040001,10.2108982205,,2647.99254856,6813.23118487,89.3430496959,3.992,3.95665493814,17.226453345,79.6887841762,-4.83844333239,70.9193658537,38.9110056926,19.4674264424
1086,1982,Bulgaria,17.165037575899998,10.107275314,,4397.89056454,3309.20642511,34.2829076621,2.01,2.33456559219,33.21648916,57.8675097987,1.91647280412,71.186097561,80.6061375757,24.9674526255
1087,1982,Burkina Faso,28.4145505898,0.0804272716706,13.5668417515,,,8.19571612776,7.165,9.56219662277,31.624035315,19.457553649,9.04651641935,47.7496341463,26.1632163743,52.1278986984
1088,1982,Burundi,56.8560901876,0.0361726512816,19.4473078188,,,10.2119749973,7.454,-1.0535998202,26.9074459919,15.447815405999998,5.672021547949999,47.9385853659,169.747741433,27.6960944064
1089,1982,Cabo Verde,12.5801202782,0.12385542657,28.8246976548,,,22.9274304386,6.174,2.82503008277,79.1884914437,15.8092793081,17.3933487054,61.8894878049,73.4667493797,71.6106004137
1090,1982,Cambodia,,0.0485761591739999,,,,,6.193,,,,,39.1743170732,39.3442839338,
1091,1982,Cameroon,28.660056433,0.669143785471,26.6582859523,213.80417647,423.360959463,33.2143378608,6.683,7.516202605539999,28.9110556582,32.0990652273,12.4819514527,51.9819756098,20.055928582,39.2408755406
1092,1982,Canada,,16.4594492501,91.1208900311,12937.2668836,7149.344059999999,25.2437476246,1.69,-3.20202483862,21.3587815075,,8.83802407025,75.6804878049,2.7714270947099995,
1093,1982,Caribbean small states,,5.6474328017,44.2395466749,,,44.369402023,3.5380812611800003,1.27805059838,52.9368133994,,5.759598793029999,68.7446467113,13.860442139100002,
1094,1982,Cayman Islands,,9.5071152849,,,,,,,,,,,72.3208333333,
1095,1982,Central African Republic,41.6738064485,0.0592998362561,20.391392593800003,,,22.1777521316,5.956,7.715783630900001,34.224506602,13.0931950761,20.914234049,49.5076585366,3.87122058493,45.2329984754
1096,1982,Central Europe and the Baltics,,10.7547778083,,3318.64759462,3337.52764477,,2.1408811513900003,,,,,70.4551336661,97.456398598,
1097,1982,Chad,39.4567360414,0.0435430070739,15.1780321422,,,6.561971466469999,7.023,5.34660899937,13.4948261267,12.3876114481,9.22078364825,45.240804878,3.7452930432,48.155652510500005
1098,1982,Channel Islands,,,,,,,1.4340000000000002,,,,,73.7959268293,684.121052632,
1099,1982,Chile,5.49416740497,1.78197194518,88.40435476420001,900.758786201,763.201224638,19.3685855388,2.67,-10.3232324457,21.2534715119,34.7282266932,8.53100258996,68.9198536585,15.5597001878,59.777291882700005
